,track_id,track_title,artist_name,album_title,track_duration,track_genre,track_bit_rate,track_listens,track_comments,artist_location,album_date_released,album_type,album_tracks
16126,25996,Paint Job,Appetite,The Ambiguous Garment,147,Pop,256000,371,0,"Sacramento, CA",2009-11-12,Album,11
16181,26070,Part 1 Live@Matchless 5/4/2009,Winter's Womb,live at Matchless 5/4/09,1067,Experimental,256000,75,0,"Brooklyn, NY ",2010-02-07,Live Performance,4
16182,26071,Part 2 Live@Matchless 5/4/2009,Winter's Womb,live at Matchless 5/4/09,307,Experimental,256000,78,0,"Brooklyn, NY ",2010-02-07,Live Performance,4
16220,26235,Roxy Girls,The Yummy Fur,Live at WFMU on Terre T's Show 02/20/2010,187,Rock,256000,270,0,"Glasgow, Scotland",2010-02-20,Radio Program,10
16221,26236,The Career Saver,The Yummy Fur,Live at WFMU on Terre T's Show 02/20/2010,102,Rock,256000,243,0,"Glasgow, Scotland",2010-02-20,Radio Program,10
16222,26237,Kirsty Cooper,The Yummy Fur,Live at WFMU on Terre T's Show 02/20/2010,132,Rock,256000,180,0,"Glasgow, Scotland",2010-02-20,Radio Program,10
16223,26238,In The Company Of Women,The Yummy Fur,Live at WFMU on Terre T's Show 02/20/2010,172,Rock,256000,222,0,"Glasgow, Scotland",2010-02-20,Radio Program,10
16224,26239,St. John Of The Cross,The Yummy Fur,Live at WFMU on Terre T's Show 02/20/2010,149,Rock,256000,124,0,"Glasgow, Scotland",2010-02-20,Radio Program,10
16225,26240,Kodak Nancy Europe,The Yummy Fur,Live at WFMU on Terre T's Show 02/20/2010,94,Rock,256000,221,0,"Glasgow, Scotland",2010-02-20,Radio Program,10
16226,26241,The Canadian Flag,The Yummy Fur,Live at WFMU on Terre T's Show 02/20/2010,191,Rock,256000,222,0,"Glasgow, Scotland",2010-02-20,Radio Program,10
16227,26242,Plastic Cowboy,The Yummy Fur,Live at WFMU on Terre T's Show 02/20/2010,114,Rock,256000,363,0,"Glasgow, Scotland",2010-02-20,Radio Program,10
16228,26243,Department,The Yummy Fur,Live at WFMU on Terre T's Show 02/20/2010,172,Rock,256000,342,0,"Glasgow, Scotland",2010-02-20,Radio Program,10
16229,26244,Policeman,The Yummy Fur,Live at WFMU on Terre T's Show 02/20/2010,105,Rock,256000,560,0,"Glasgow, Scotland",2010-02-20,Radio Program,10
16267,26322,Gnos Levohs,Karl Blau,Zebra,249,Experimental,192000,2493,0,"Anacortes, Washington ",2009-10-06,Album,2
16269,26324,Screaming and Streaming into the Starlit Nite (Radio Edit),Sendelica,Screaming and Streaming into the Starlit Nite,333,Rock,255738,506,0,"Cardigan, Wales, UK",2010-02-26,Album,5
16270,26325,Screaming and Streaming into the Starlit Nite (Remix),Sendelica,Screaming and Streaming into the Starlit Nite,567,Rock,254942,634,0,"Cardigan, Wales, UK",2010-02-26,Album,5
16271,26327,Remembering UAETCOC (Original Demo),Sendelica,Screaming and Streaming into the Starlit Nite,144,Rock,254267,407,0,"Cardigan, Wales, UK",2010-02-26,Album,5
16272,26328,"Manhole Of The Universe (Live rehearsal USA, 2008)",Sendelica,Screaming and Streaming into the Starlit Nite,1123,Rock,255363,1017,0,"Cardigan, Wales, UK",2010-02-26,Album,5
16294,26355,Live Mutek 2009,Ezekiel Honig,Live from Mutek 2009,3505,Electronic,320000,313,0,New York,2009-08-02,Live Performance,1
16301,26363,Lusine Live,Lusine,Live from Seattle,3694,Electronic,160000,1189,0,"Seattle, WA",2006-11-15,Live Performance,2
16347,26484,Float,Vespero,Liventure #19,333,Rock,256000,627,1,"Astrakhan, Russia",2008-11-01,Album,7
16348,26485,Sever,Vespero,Liventure #19,385,Rock,256000,564,0,"Astrakhan, Russia",2008-11-01,Album,7
16349,26486,Rito,Vespero,Liventure #19,412,Rock,256000,1878,0,"Astrakhan, Russia",2008-11-01,Album,7
16350,26487,Lino,Vespero,Liventure #19,427,Rock,256000,478,0,"Astrakhan, Russia",2008-11-01,Album,7
16351,26488,Glass Rainbow,Vespero,Liventure #19,605,Rock,256000,607,0,"Astrakhan, Russia",2008-11-01,Album,7
16352,26489,Tower (impro),Vespero,Liventure #19,433,Rock,256000,354,0,"Astrakhan, Russia",2008-11-01,Album,7
16353,26490,Salma Simiere,Vespero,Liventure #19,376,Rock,256000,669,0,"Astrakhan, Russia",2008-11-01,Album,7
16381,26529,Alto Saxophone,Roman Stolyar & Ilia Belorukov,Live in Vilnius,386,Jazz,320000,2385,0,"Russia,
Lithuania",2010-03-02,Album,6
16382,26530,Piano,Roman Stolyar & Ilia Belorukov,Live in Vilnius,313,Jazz,320000,1141,0,"Russia,
Lithuania",2010-03-02,Album,6
16383,26531,Baritone Saxophone,Roman Stolyar & Ilia Belorukov,Live in Vilnius,324,Jazz,320000,1532,0,"Russia,
Lithuania",2010-03-02,Album,6
16384,26532,Piano & Melodica,Roman Stolyar & Ilia Belorukov,Live in Vilnius,431,Jazz,320000,1506,0,"Russia,
Lithuania",2010-03-02,Album,6
16385,26533,Duo,Roman Stolyar & Ilia Belorukov,Live in Vilnius,688,Jazz,320000,359,0,"Russia,
Lithuania",2010-03-02,Album,6
16386,26534,Quartet,Roman Stolyar & Ilia Belorukov,Live in Vilnius,782,Jazz,320000,381,0,"Russia,
Lithuania",2010-03-02,Album,6
16389,26542,Gloomy Monday Morning,The Black Hollies,Live on WFMU's Cherry Blossom Clinic 2/27/2010,228,Rock,256000,514,0,"Jersey City, NJ",2010-02-27,Radio Program,7
16390,26543,Don't Be Afraid To Ask,The Black Hollies,Live on WFMU's Cherry Blossom Clinic 2/27/2010,358,Rock,256000,144,0,"Jersey City, NJ",2010-02-27,Radio Program,7
16391,26544,Run With Me Run,The Black Hollies,Live on WFMU's Cherry Blossom Clinic 2/27/2010,398,Rock,256000,275,0,"Jersey City, NJ",2010-02-27,Radio Program,7
16392,26545,When You're Not There,The Black Hollies,Live on WFMU's Cherry Blossom Clinic 2/27/2010,455,Rock,256000,174,0,"Jersey City, NJ",2010-02-27,Radio Program,7
16393,26546,Can't Stop These Tears,The Black Hollies,Live on WFMU's Cherry Blossom Clinic 2/27/2010,242,Rock,256000,486,0,"Jersey City, NJ",2010-02-27,Radio Program,7
16394,26547,Lead Me To Your Fire,The Black Hollies,Live on WFMU's Cherry Blossom Clinic 2/27/2010,380,Rock,256000,368,0,"Jersey City, NJ",2010-02-27,Radio Program,7
16416,26582,"""Weathering"" by A. R. Ammons",Lezet,Characters,35,Experimental,320000,309,0,"Pozega, Serbia",2010-03-05,Album,31
16417,26583,"""Jane Icin (For Jane - In Turkish)"" by Charles Bukowski",Lezet,Characters,298,Experimental,320000,1268,1,"Pozega, Serbia",2010-03-05,Album,31
16418,26584,"""l(a"" by E. E. Cummings",Lezet,Characters,18,Experimental,320000,176,0,"Pozega, Serbia",2010-03-05,Album,31
16419,26585,"""Cigarren"" by Kurt Schwitters",Lezet,Characters,70,Experimental,320000,533,0,"Pozega, Serbia",2010-03-05,Album,31
16420,26586,"""Dos cuerpos"" de Octavio Paz",Lezet,Characters,187,Experimental,320000,514,0,"Pozega, Serbia",2010-03-05,Album,31
16421,26587,(An unnamed verse) by Johannes Baargeld,Lezet,Characters,32,Experimental,320000,75,0,"Pozega, Serbia",2010-03-05,Album,31
16422,26588,"""silence... (40)"" by E. E. Cummings",Lezet,Characters,42,Experimental,320000,220,0,"Pozega, Serbia",2010-03-05,Album,31
16423,26589,"""Karawane"" by Hugo Ball",Lezet,Characters,179,Experimental,320000,157,0,"Pozega, Serbia",2010-03-05,Album,31
16424,26590,"""Haiku"" by Jack Kerouac",Lezet,Characters,24,Experimental,320000,305,0,"Pozega, Serbia",2010-03-05,Album,31
16425,26591,"""Aja Sofija"" by Ljubomir Micic",Lezet,Characters,205,Experimental,320000,633,0,"Pozega, Serbia",2010-03-05,Album,31
16426,26592,"""One thing of it we borrow"" by Emily Dickinson",Lezet,Characters,79,Experimental,320000,121,0,"Pozega, Serbia",2010-03-05,Album,31
16427,26593,"""Elegy"" by Alan Dugan",Lezet,Characters,90,Experimental,320000,434,0,"Pozega, Serbia",2010-03-05,Album,31
16428,26594,"""The Sea Is History"" by Derek Walcott",Lezet,Characters,17,Experimental,320000,208,0,"Pozega, Serbia",2010-03-05,Album,31
16429,26595,"""John Coltrane"" by James A. Emanuel",Lezet,Characters,76,Experimental,320000,393,0,"Pozega, Serbia",2010-03-05,Album,31
16430,26596,"""fl... (2)"" by E. E. Cummings",Lezet,Characters,71,Experimental,320000,194,0,"Pozega, Serbia",2010-03-05,Album,31
16431,26597,"""Finish"" by Charles Bukowski",Lezet,Characters,50,Experimental,320000,318,0,"Pozega, Serbia",2010-03-05,Album,31
16432,26598,"""Night In Iowa"" by Deborah Ager",Lezet,Characters,93,Experimental,320000,174,0,"Pozega, Serbia",2010-03-05,Album,31
16433,26599,"""Small Song"" by A. R. Ammons",Lezet,Characters,42,Experimental,320000,143,0,"Pozega, Serbia",2010-03-05,Album,31
16434,26600,"""(Me up at does)"" by E. E. Cummings",Lezet,Characters,68,Experimental,320000,1123,0,"Pozega, Serbia",2010-03-05,Album,31
16435,26601,"""To Be Or Not To Be""(extract)  by William Shakespeare",Lezet,Characters,64,Experimental,320000,402,0,"Pozega, Serbia",2010-03-05,Album,31
16436,26602,"""The Fly"" by Ogden Nash",Lezet,Characters,26,Experimental,320000,199,0,"Pozega, Serbia",2010-03-05,Album,31
16437,26603,"""Luck"" by Charles Bukowski",Lezet,Characters,108,Experimental,320000,165,0,"Pozega, Serbia",2010-03-05,Album,31
16438,26604,"""Thin Jake"" by Michael Dudgon",Lezet,Characters,55,Experimental,320000,87,0,"Pozega, Serbia",2010-03-05,Album,31
16439,26605,"""Ella Fitzgerald"" by James A. Emanuel",Lezet,Characters,90,Experimental,320000,65239,0,"Pozega, Serbia",2010-03-05,Album,31
16440,26606,"""Unsittliches i-Gedicht"" by Kurt Schwitters",Lezet,Characters,63,Experimental,320000,80,0,"Pozega, Serbia",2010-03-05,Album,31
16441,26607,"""Seeker Of Truth"" by E. E. Cummings",Lezet,Characters,41,Experimental,320000,172,0,"Pozega, Serbia",2010-03-05,Album,31
16442,26608,"""Poetry"" by Charles Bukowski",Lezet,Characters,34,Experimental,320000,349,0,"Pozega, Serbia",2010-03-05,Album,31
16443,26609,"""Tu nombre"" by Octavio Paz",Lezet,Characters,142,Experimental,320000,127,0,"Pozega, Serbia",2010-03-05,Album,31
16444,26610,"""The Pool"" by Hilda Doolittle",Lezet,Characters,63,Experimental,320000,296,0,"Pozega, Serbia",2010-03-05,Album,31
16445,26611,"""We Real Cool"" by Gwendolyn Brooks",Lezet,Characters,73,Experimental,320000,234,0,"Pozega, Serbia",2010-03-05,Album,31
16446,26612,"""Soft Snow"" by William Blake",Lezet,Characters,72,Experimental,320000,446,0,"Pozega, Serbia",2010-03-05,Album,31
16455,26626,Good Morning Bunny,NOISE64,120,80,Electronic,320000,692,0,Hungary,2006-06-30,Album,11
16456,26627,Pi Sigma,NOISE64,120,293,Electronic,320000,397,0,Hungary,2006-06-30,Album,11
16457,26628,Alice In Patternland,NOISE64,120,311,Electronic,320000,446,0,Hungary,2006-06-30,Album,11
16458,26629,Heroic Hexa Epic,NOISE64,120,320,Electronic,320000,3660,0,Hungary,2006-06-30,Album,11
16459,26630,Mote Dance,NOISE64,120,296,Electronic,320000,398,0,Hungary,2006-06-30,Album,11
16460,26631,I Luv U Bunny,NOISE64,120,102,Electronic,320000,410,0,Hungary,2006-06-30,Album,11
16461,26632,Greyscale Girls,NOISE64,120,341,Electronic,320000,355,0,Hungary,2006-06-30,Album,11
16462,26633,Instead Of Playing Madonna Bootlegs,NOISE64,120,370,Electronic,320000,866,0,Hungary,2006-06-30,Album,11
16463,26634,Sys,NOISE64,120,395,Electronic,320000,471,0,Hungary,2006-06-30,Album,11
16464,26635,Goodnight Bunny,NOISE64,120,107,Electronic,320000,493,0,Hungary,2006-06-30,Album,11
16465,26636,Táncolj (w/ ztr),NOISE64,120,278,Electronic,320000,593,0,Hungary,2006-06-30,Album,11
16487,26660,Exist not,Undress Béton,Tarentaliogy Defloration,463,Experimental,64000,204,0,Germany,2008-03-01,Album,8
16488,26661,Stellargum,Undress Béton,Tarentaliogy Defloration,380,Experimental,64000,1075,0,Germany,2008-03-01,Album,8
16489,26662,Steve's Handsome Bite,Undress Béton,Tarentaliogy Defloration,304,Experimental,64000,490,0,Germany,2008-03-01,Album,8
16490,26663,Tarentaliogy Defloration,Undress Béton,Tarentaliogy Defloration,425,Experimental,64000,356,0,Germany,2008-03-01,Album,8
16491,26664,Son of Doing,Undress Béton,Tarentaliogy Defloration,170,Experimental,64000,367,0,Germany,2008-03-01,Album,8
16492,26665,Prudentia of Null,Undress Béton,Tarentaliogy Defloration,259,Experimental,64000,264,0,Germany,2008-03-01,Album,8
16493,26666,Menda is Back,Undress Béton,Tarentaliogy Defloration,136,Experimental,64000,251,0,Germany,2008-03-01,Album,8
16494,26667,Cluster of Grapes,Undress Béton,Tarentaliogy Defloration,316,Experimental,64000,269,0,Germany,2008-03-01,Album,8
16495,26668,Love Is Colder Than Red,Erick Diego,Low Motion Thelepathy,389,Experimental,320000,264,0,Mexico,2010-02-20,Album,5
16496,26669,Hermeneutic,Erick Diego,Low Motion Thelepathy,171,Experimental,320000,845,0,Mexico,2010-02-20,Album,5
16497,26670,Días que no volveran,Erick Diego,Low Motion Thelepathy,245,Experimental,320000,458,0,Mexico,2010-02-20,Album,5
16498,26671,Moon Base,Erick Diego,Low Motion Thelepathy,249,Experimental,320000,372,0,Mexico,2010-02-20,Album,5
16499,26672,Poltergeist On Velvet,Erick Diego,Low Motion Thelepathy,152,Experimental,320000,316,0,Mexico,2010-02-20,Album,5
16500,26673,Waltz,Disen Gage,The Screw-Loose Entertainment (promo version),126,Rock,256019,779,0,"Moscow, Russia",2004-11-02,Album,10
16501,26674,Solaris,Disen Gage,The Screw-Loose Entertainment (promo version),324,Rock,255734,2412,0,"Moscow, Russia",2004-11-02,Album,10
16502,26675,Komar,Disen Gage,The Screw-Loose Entertainment (promo version),226,Rock,255827,919,0,"Moscow, Russia",2004-11-02,Album,10
16503,26676,Augenapfel,Disen Gage,The Screw-Loose Entertainment (promo version),180,Rock,255741,589,0,"Moscow, Russia",2004-11-02,Album,10
16504,26677,Kategerin,Disen Gage,The Screw-Loose Entertainment (promo version),254,Rock,255677,492,0,"Moscow, Russia",2004-11-02,Album,10
16505,26678,Arabia,Disen Gage,The Screw-Loose Entertainment (promo version),297,Rock,255805,1345,0,"Moscow, Russia",2004-11-02,Album,10
16506,26679,Chinagroove #17,Disen Gage,The Screw-Loose Entertainment (promo version),215,Rock,256480,1419,0,"Moscow, Russia",2004-11-02,Album,10
16507,26680,Witchtanz,Disen Gage,The Screw-Loose Entertainment (promo version),248,Rock,256459,523,0,"Moscow, Russia",2004-11-02,Album,10
16508,26681,Latino,Disen Gage,The Screw-Loose Entertainment (promo version),241,Rock,255322,3489,0,"Moscow, Russia",2004-11-02,Album,10
16509,26682,Jewboilove,Disen Gage,The Screw-Loose Entertainment (promo version),293,Rock,255894,717,0,"Moscow, Russia",2004-11-02,Album,10
16693,26921,humble,Tep,humble,82,Electronic,192000,963,0,France,2008-03-26,Album,12
16694,26926,pd,Tep,humble,133,Electronic,192000,324,0,France,2008-03-26,Album,12
16695,26927,zicle,Tep,humble,154,Electronic,192000,388,0,France,2008-03-26,Album,12
16696,26930,no mémé,Tep,humble,220,Electronic,192000,563,0,France,2008-03-26,Album,12
16697,26932,piporko,Tep,humble,397,Electronic,192000,445,0,France,2008-03-26,Album,12
16716,26961,The Very Next Moment,Los Llamarada,The Very Next Moment b/w I'm Sorry,260,Rock,192000,493,0,"Monterrey, Mexico",2007-09-01,Album,2
16717,26962,I'm Sorry,Los Llamarada,The Very Next Moment b/w I'm Sorry,227,Rock,192000,379,0,"Monterrey, Mexico",2007-09-01,Album,2
16738,27136,hihohu,Tep,Pataques,213,Electronic,256000,352,0,France,2008-12-31,Album,10
16739,27137,yeah,Tep,Pataques,168,Electronic,256000,313,0,France,2008-12-31,Album,10
16740,27138,Fitje-Fetjeries,Tep,Pataques,179,Electronic,256000,244,0,France,2008-12-31,Album,10
16741,27139,plouf,Tep,Pataques,217,Electronic,256000,188,0,France,2008-12-31,Album,10
16742,27140,noobra,Tep,Pataques,255,Electronic,256000,236,0,France,2008-12-31,Album,10
16743,27141,fumble-trouble,Tep,Pataques,113,Electronic,256000,556,0,France,2008-12-31,Album,10
16744,27142,boom,Tep,Pataques,255,Electronic,256000,300,0,France,2008-12-31,Album,10
16745,27143,slakirt,Tep,Pataques,121,Electronic,256000,194,0,France,2008-12-31,Album,10
16746,27144,rotteen,Tep,Pataques,239,Electronic,256000,201,0,France,2008-12-31,Album,10
16747,27145,capharnaum,Tep,Pataques,34,Electronic,256000,139,0,France,2008-12-31,Album,10
16748,27146,titi-d,Tep,Tep EP,210,Electronic,192000,226,0,France,2004-10-05,Album,9
16749,27147,gueriatrak#1,Tep,Tep EP,301,Electronic,192000,217,0,France,2004-10-05,Album,9
16750,27148,patatadata,Tep,Tep EP,300,Electronic,192000,323,0,France,2004-10-05,Album,9
16751,27149,dhik tchik,Tep,Tep EP,157,Electronic,192000,190,0,France,2004-10-05,Album,9
16752,27150,fat waltz,Tep,Tep EP,261,Electronic,192000,573,0,France,2004-10-05,Album,9
16753,27151,boxÇ,Tep,Tep EP,230,Electronic,192000,174,0,France,2004-10-05,Album,9
16754,27152,yahbstrd,Tep,Tep EP,153,Electronic,192000,306,0,France,2004-10-05,Album,9
16755,27153,megadub,Tep,Tep EP,234,Electronic,192000,311,0,France,2004-10-05,Album,9
16756,27154,bouche au scrubby,Tep,Tep EP,126,Electronic,192000,279,0,France,2004-10-05,Album,9
16757,27155,Drug Buddies,Dino Felipe,Personality Crisis,256,Electronic,256000,328,0,Miami,2008-01-01,Album,9
16758,27156,Es't'diis,Dino Felipe,Personality Crisis,326,Electronic,256000,111,0,Miami,2008-01-01,Album,9
16759,27157,Scrolling Mice,Dino Felipe,Personality Crisis,149,Electronic,256000,148,0,Miami,2008-01-01,Album,9
16760,27158,Andrew,Dino Felipe,Personality Crisis,257,Electronic,256000,162,0,Miami,2008-01-01,Album,9
16761,27159,Alien ation,Dino Felipe,Personality Crisis,228,Electronic,256000,255,0,Miami,2008-01-01,Album,9
16762,27160,Dilapitations,Dino Felipe,Personality Crisis,265,Electronic,256000,319,0,Miami,2008-01-01,Album,9
16763,27161,Occaaco (by Dino Felipe and Plancton9),Dino Felipe,Personality Crisis,197,Electronic,256000,182,0,Miami,2008-01-01,Album,9
16764,27162,Kinetic Cuntree Fiend,Dino Felipe,Personality Crisis,212,Electronic,256000,197,0,Miami,2008-01-01,Album,9
16765,27163,this song is Live,Dino Felipe,Personality Crisis,208,Electronic,256000,180,0,Miami,2008-01-01,Album,9
16821,27222,Whisky & Coke,Sakee Sed,Alle basi della roncola,275,Rock,320000,1405,0,Italy,2010-03-14,Album,14
16822,27223,Vermouth And Baby,Sakee Sed,Alle basi della roncola,209,Rock,320000,260,0,Italy,2010-03-14,Album,14
16823,27224,Happy Thomas,Sakee Sed,Alle basi della roncola,126,Rock,320000,527,0,Italy,2010-03-14,Album,14
16824,27225,Waltzer,Sakee Sed,Alle basi della roncola,316,Rock,320000,486,0,Italy,2010-03-14,Album,14
16825,27226,Mrs. Tennessee,Sakee Sed,Alle basi della roncola,246,Rock,320000,305,0,Italy,2010-03-14,Album,14
16826,27227,I'm Drunk,Sakee Sed,Alle basi della roncola,129,Rock,320000,838,0,Italy,2010-03-14,Album,14
16827,27228,Risvegiati Dolcemente,Sakee Sed,Alle basi della roncola,242,Rock,320000,206,0,Italy,2010-03-14,Album,14
16828,27229,Cenami il Cefaloo,Sakee Sed,Alle basi della roncola,224,Rock,320000,191,0,Italy,2010-03-14,Album,14
16829,27230,Dente Del Diavolo,Sakee Sed,Alle basi della roncola,277,Rock,320000,323,0,Italy,2010-03-14,Album,14
16830,27231,Caffe' Degli Artistici,Sakee Sed,Alle basi della roncola,283,Rock,320000,343,0,Italy,2010-03-14,Album,14
16831,27232,Honky Thonky Thonk,Sakee Sed,Alle basi della roncola,165,Rock,320000,310,0,Italy,2010-03-14,Album,14
16832,27233,Uncachaca,Sakee Sed,Alle basi della roncola,132,Rock,320000,333,0,Italy,2010-03-14,Album,14
16833,27235,Benson & Eggs,Sakee Sed,Alle basi della roncola,244,Rock,320000,781,0,Italy,2010-03-14,Album,14
16834,27258,The Divine Invasion,P.G. Six,Parlor Tricks and Porch Favorites,119,Folk,271342,2705,0,"Brooklyn, NY",2001-03-13,Album,1
16870,27329,death for 5 computers,Dino Felipe,Kinks,318,Experimental,320000,218,0,Miami,2007-10-08,Album,8
16871,27330,we're on a road to nowhere,Dino Felipe,Kinks,358,Experimental,320000,144,0,Miami,2007-10-08,Album,8
16872,27331,dragging elves into 3d,Dino Felipe,Kinks,268,Experimental,320000,132,0,Miami,2007-10-08,Album,8
16873,27332,break inn,Dino Felipe,Kinks,211,Experimental,320000,64,0,Miami,2007-10-08,Album,8
16874,27333,broom closet,Dino Felipe,Kinks,206,Experimental,320000,114,0,Miami,2007-10-08,Album,8
16875,27334,nair,Dino Felipe,Kinks,234,Experimental,320000,82,0,Miami,2007-10-08,Album,8
16876,27335,wave-graver,Dino Felipe,Kinks,164,Experimental,320000,86,0,Miami,2007-10-08,Album,8
16877,27336,3rd ear musik (encore for maryanne amacher),Dino Felipe,Kinks,273,Experimental,320000,105,0,Miami,2007-10-08,Album,8
